id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
12985,7.7,0.6,0.17,2.4,0.05,12.0,71.0,0.9966,3.32,0.76,9.6,5.0
12986,8.1,0.55,0.26,2.2,0.0819999999999999,7.0,14.0,0.9977,3.36,0.55,9.3,6.0
12987,7.8,0.57,0.03,1.8,0.079,16.0,37.0,0.99494,3.33,0.56,9.4,5.0
12988,11.3,0.21,0.54,2.1,0.078,8.0,17.0,0.9996,3.22,0.48,9.6,5.0
12989,8.9,0.35,0.44,2.2,0.093,6.0,20.0,0.9964,3.23,0.42,9.8,5.0
12990,7.9,0.63,0.18,2.0,0.078,31.0,77.0,0.9984,3.33,0.53,9.9,5.0
12991,7.2,0.45,0.33,2.3,0.079,6.0,24.0,0.99636,3.42,0.6,9.5,6.0
12992,8.2,0.545,0.21,2.1,0.08,10.0,42.0,0.997,3.27,0.59,9.5,5.0
12993,7.3,0.52,0.06,1.8,0.078,8.0,18.0,0.99652,3.14,0.58,10.2,7.0
12994,7.4,0.32,0.26,2.1,0.076,4.0,9.0,0.99689,3.35,0.55,9.5,5.0
12995,7.0,0.43,0.24,1.9,0.067,17.0,45.0,0.9981,3.52,0.85,9.7,5.0
12996,11.2,0.28,0.55,1.6,0.07,8.0,31.0,0.9972,3.39,0.77,10.3,6.0
12997,7.7,0.58,0.04,2.6,0.061,6.0,20.0,0.9966,3.3,0.57,9.5,5.0
12998,8.9,0.6,0.24,1.8,0.0819999999999999,29.0,64.0,0.99888,3.44,0.55,9.3,5.0
12999,5.0,0.715,0.0,1.7,0.084,5.0,15.0,0.99396,3.53,0.53,11.3,5.0
13000,8.2,0.5,0.16,2.0,0.077,12.0,29.0,0.9976,3.36,0.53,9.6,5.0
13001,9.0,0.52,0.24,2.0,0.085,15.0,27.0,0.99704,3.31,0.58,11.5,7.0
13002,7.2,0.5,0.05,1.9,0.083,9.0,28.0,0.99564,3.47,0.82,9.9,5.0
13003,10.2,0.32,0.49,2.3,0.0969999999999999,6.0,16.0,0.9998,3.27,0.71,12.7,6.0
13004,9.3,0.4,0.4,2.2,0.077,24.0,42.0,0.9988,3.2,0.61,9.8,5.0
13005,6.7,0.51,0.13,1.6,0.078,12.0,33.0,0.99648,3.49,0.59,11.7,5.0
13006,8.9,0.52,0.15,1.8,0.093,13.0,45.0,0.99656,3.3,0.68,9.8,5.0
13007,7.2,0.615,0.15,2.2,0.076,9.0,17.0,0.99586,3.25,0.65,10.2,6.0
13008,11.5,0.38,0.47,2.1,0.077,4.0,15.0,0.9981,3.24,0.53,9.6,5.0
13009,9.3,0.69,0.24,2.1,0.081,17.0,54.0,0.9959,3.39,0.66,10.1,5.0
13010,9.1,0.74,0.24,2.2,0.078,6.0,14.0,0.9976,3.32,0.57,10.9,5.0
13011,10.5,0.955,0.0,2.0,0.087,5.0,13.0,1.0002,3.3,0.59,9.5,3.0
13012,9.5,0.545,0.24,2.0,0.086,7.0,24.0,0.9994,3.39,0.62,9.9,5.0
13013,6.8,0.59,0.01,2.5,0.08,19.0,45.0,0.9978,3.36,0.64,10.0,6.0
13014,7.2,0.66,0.13,1.8,0.073,26.0,43.0,0.9976,3.38,0.58,10.5,6.0
13015,8.2,0.42,0.49,1.7,0.078,13.0,49.0,0.9987,3.28,0.57,10.0,6.0
13016,6.2,0.69,0.0,2.3,0.104,5.0,19.0,0.99608,3.42,0.5,10.0,6.0
13017,7.1,0.57,0.29,2.1,0.076,17.0,50.0,0.99717,3.22,0.63,9.4,6.0
13018,7.4,0.41,0.3,2.7,0.071,14.0,33.0,0.9983,3.3,0.52,9.4,5.0
13019,8.6,0.63,0.26,1.9,0.077,13.0,29.0,0.99728,3.27,0.5,10.1,6.0
13020,5.6,0.935,0.02,2.3,0.067,7.0,15.0,0.9964,3.52,0.62,10.0,5.0
13021,11.2,0.24,0.54,1.7,0.07,10.0,27.0,0.9976,3.15,0.77,13.3,7.0
13022,7.1,0.645,0.0,2.2,0.081,31.0,70.0,0.99538,3.46,0.6,9.5,6.0
13023,7.0,0.43,0.13,2.6,0.078,14.0,25.0,0.99632,3.56,0.8,11.3,7.0
13024,6.7,0.76,0.0,2.2,0.068,13.0,29.0,0.99652,3.45,0.64,11.4,6.0
13025,9.3,0.38,0.23,2.5,0.074,10.0,23.0,0.9982,3.36,0.68,9.8,5.0
13026,8.6,0.37,0.31,2.0,0.069,7.0,33.0,0.9972,3.32,0.84,9.8,6.0
13027,10.1,0.36,0.29,2.1,0.073,7.0,28.0,0.9955,3.22,0.84,9.4,5.0
13028,7.1,0.28,0.44,2.6,0.057,17.0,43.0,0.9988,3.35,0.5,10.1,6.0
13029,6.7,0.735,0.01,2.1,0.0819999999999999,4.0,9.0,0.99648,3.47,0.59,11.6,7.0
13030,8.0,0.35,0.5,2.2,0.096,41.0,56.0,0.99648,3.38,0.44,10.0,6.0
13031,9.0,0.35,0.55,2.4,0.049,26.0,70.0,0.9998,3.21,0.62,9.7,6.0
13032,10.6,0.34,0.39,2.0,0.081,6.0,15.0,0.9957,3.21,0.62,10.0,5.0
13033,8.0,0.6,0.24,2.9,0.084,18.0,119.0,0.9979,3.31,0.58,9.5,6.0
13034,10.0,0.51,0.32,2.2,0.062,29.0,42.0,0.99648,3.27,0.67,11.2,5.0
13035,8.1,0.43,0.47,2.7,0.081,12.0,70.0,0.9962,3.26,0.56,11.3,6.0
13036,7.2,0.57,0.13,2.2,0.076,12.0,65.0,0.99722,3.41,0.55,9.8,5.0
13037,7.0,0.46,0.23,2.0,0.078,11.0,49.0,0.997,3.22,0.78,10.5,7.0
13038,7.6,0.28,0.34,2.0,0.094,16.0,42.0,0.9994,3.3,0.79,9.7,6.0
13039,8.9,0.36,0.34,3.9,0.079,5.0,20.0,0.9982,3.18,0.78,9.3,6.0
13040,5.6,0.52,0.0,2.1,0.081,12.0,45.0,0.99541,3.56,0.58,11.0,5.0
13041,7.4,0.52,0.21,2.2,0.0819999999999999,26.0,65.0,0.9982,3.21,0.58,9.3,6.0
13042,9.0,0.68,0.24,1.7,0.0819999999999999,18.0,105.0,0.9967,3.35,0.62,9.3,7.0
13043,7.8,0.56,0.02,1.9,0.079,4.0,11.0,0.99578,3.36,0.52,9.2,5.0
13044,7.4,0.39,0.31,2.9,0.078,7.0,11.0,0.99476,3.53,0.59,10.9,5.0
13045,8.0,0.47,0.26,2.1,0.085,6.0,16.0,0.9974,3.39,0.6,9.6,5.0
13046,7.8,0.41,0.49,2.2,0.067,5.0,14.0,0.99494,3.31,0.57,9.5,5.0
13047,7.8,0.59,0.0,2.1,0.08,6.0,19.0,0.99656,3.28,0.58,12.5,7.0
13048,7.8,0.4,0.33,2.3,0.094,28.0,44.0,0.99498,3.45,0.53,10.1,5.0
13049,9.2,0.35,0.62,2.2,0.068,10.0,21.0,0.9981,3.22,0.57,11.0,6.0
13050,7.8,0.38,0.49,2.4,0.074,16.0,86.0,0.9976,3.41,0.58,9.3,6.0
13051,7.7,0.66,0.05,1.4,0.079,22.0,58.0,0.99448,3.3,0.57,10.0,5.0
13052,7.1,0.58,0.02,2.4,0.087,5.0,16.0,0.99575,3.37,0.49,10.0,3.0
13053,9.0,0.34,0.31,2.0,0.076,19.0,52.0,0.9994,3.26,0.6,9.5,5.0
13054,9.1,0.26,0.49,1.8,0.073,5.0,12.0,0.9994,3.3,0.9,9.2,4.0
13055,7.1,0.4,0.24,2.1,0.078,16.0,44.0,0.9956,3.26,0.56,9.7,5.0
13056,8.7,0.5,0.48,2.2,0.086,8.0,13.0,0.9948,3.17,0.54,11.1,5.0
13057,9.7,0.46,0.31,2.6,0.0819999999999999,7.0,31.0,0.9974,3.29,0.57,9.4,5.0
13058,8.4,0.48,0.24,2.1,0.077,5.0,14.0,0.9994,3.29,0.57,9.4,6.0
13059,6.3,0.61,0.02,2.6,0.076,14.0,32.0,0.9962,3.55,0.46,10.0,6.0
13060,9.3,0.4,0.49,2.2,0.074,28.0,44.0,1.001,3.04,1.02,9.7,6.0
13061,7.2,0.32,0.63,2.4,0.075,21.0,48.0,0.9964,3.23,0.77,11.9,6.0
13062,6.9,0.58,0.08,2.2,0.079,11.0,26.0,0.9955,3.41,0.52,10.5,5.0
13063,7.8,0.66,0.0,2.6,0.08,16.0,21.0,0.9984,3.37,0.52,9.5,6.0
13064,6.6,0.78,0.04,2.1,0.048,12.0,27.0,0.99652,3.28,0.63,11.5,5.0
13065,7.5,0.6,0.2,1.9,0.07,12.0,22.0,0.9978,3.37,0.56,9.7,5.0
13066,10.9,0.27,0.51,2.3,0.073,11.0,31.0,0.997,3.23,0.84,9.5,6.0
13067,7.5,0.39,0.3,2.6,0.094,13.0,50.0,0.9982,3.52,0.71,9.8,5.0
13068,7.1,0.61,0.34,2.2,0.076,10.0,32.0,0.9998,3.24,0.58,9.1,5.0
13069,6.2,0.43,0.48,1.8,0.068,5.0,13.0,0.99565,3.28,0.87,9.4,5.0
13070,8.2,0.43,0.43,2.1,0.063,17.0,58.0,0.99484,3.27,0.56,9.3,5.0
13071,7.6,0.48,0.09,2.0,0.0819999999999999,5.0,12.0,0.99538,3.45,0.62,10.5,6.0
13072,8.9,0.48,0.24,2.4,0.085,6.0,16.0,0.9971,3.14,0.72,10.3,7.0
13073,6.6,0.57,0.02,2.4,0.08,13.0,40.0,0.9957,3.39,0.78,9.5,5.0
13074,7.6,0.5,0.12,2.1,0.071,9.0,18.0,0.9965,3.5,0.64,10.0,5.0
13075,9.1,0.31,0.4,2.8,0.098,18.0,53.0,0.9973,3.28,0.57,9.2,5.0
13076,9.9,0.43,0.55,2.3,0.083,17.0,109.0,0.9994,3.12,0.57,9.4,5.0
13077,6.8,0.59,0.0,2.5,0.076,5.0,12.0,0.99526,3.61,0.6,9.5,5.0
13078,7.9,0.57,0.07,2.3,0.078,6.0,15.0,0.9991,3.23,0.85,9.9,5.0
13079,9.4,0.42,0.39,1.9,0.078,15.0,40.0,0.99568,3.24,0.58,11.2,6.0
13080,6.6,0.4,0.0,1.8,0.074,3.0,12.0,0.9988,3.53,0.61,10.2,4.0
13081,10.0,0.53,0.44,2.1,0.091,14.0,31.0,0.9976,3.3,0.57,9.2,6.0
13082,6.6,0.57,0.02,2.4,0.08,19.0,50.0,0.99642,3.39,0.57,12.5,8.0
13083,7.3,0.78,0.0,2.2,0.087,16.0,38.0,0.99562,3.49,0.61,9.1,6.0
13084,11.9,0.43,0.49,2.5,0.079,18.0,40.0,0.9988,3.29,0.62,9.3,6.0
13085,9.6,0.31,0.44,2.3,0.078,12.0,44.0,0.998,3.23,0.75,9.9,6.0
13086,6.9,0.85,0.02,2.2,0.093,19.0,31.0,0.99516,3.36,0.68,11.4,7.0
13087,7.0,0.57,0.0,2.1,0.0819999999999999,24.0,58.0,0.9976,3.29,0.54,10.5,6.0
13088,7.3,0.52,0.66,1.8,0.098,12.0,46.0,0.99358,3.2,0.57,9.5,6.0
13089,10.0,0.41,0.54,2.5,0.086,6.0,13.0,0.9994,3.27,0.59,11.3,4.0
13090,6.4,0.4,0.02,2.5,0.08,10.0,23.0,0.9982,3.44,0.52,10.5,4.0
13091,9.2,0.66,0.31,2.0,0.078,9.0,21.0,0.99672,3.3,0.78,9.4,5.0
13092,7.9,0.37,0.34,2.4,0.079,7.0,19.0,0.99604,3.31,0.64,12.0,6.0
13093,7.7,0.51,0.0,1.8,0.08,24.0,64.0,0.9968,3.15,0.5,9.5,5.0
13094,7.9,0.61,0.13,1.8,0.077,8.0,19.0,0.997,3.48,0.62,9.4,5.0
13095,6.6,0.44,0.42,1.9,0.0819999999999999,16.0,48.0,0.9964,3.41,0.59,9.3,5.0
13096,7.1,0.29,0.24,2.0,0.052,13.0,28.0,0.9961,3.22,0.52,9.5,5.0
13097,7.8,0.28,0.45,2.2,0.077,13.0,58.0,0.9994,3.22,1.17,9.9,5.0
13098,9.1,0.28,0.41,2.3,0.078,6.0,13.0,0.99258,3.27,0.57,11.9,6.0
13099,7.1,0.87,0.0,1.4,0.086,17.0,42.0,0.99538,3.4,0.57,9.8,7.0
13100,7.6,0.59,0.25,2.3,0.084,27.0,88.0,0.9984,3.4,0.58,9.5,5.0
13101,6.2,0.35,0.44,2.9,0.078,12.0,27.0,0.9978,3.35,0.57,10.0,6.0
13102,8.4,0.41,0.24,2.7,0.0819999999999999,21.0,77.0,0.9988,3.37,0.6,9.4,5.0
13103,7.7,0.52,0.0,1.6,0.075,8.0,19.0,0.99433,3.37,0.53,9.4,5.0
13104,7.5,0.34,0.24,1.6,0.079,37.5,131.0,0.99498,3.33,0.63,9.2,5.0
13105,6.7,0.715,0.02,2.1,0.08,18.0,36.0,0.99588,3.39,0.51,10.5,6.0
13106,6.2,0.32,0.26,2.8,0.081,28.0,58.0,0.99612,3.39,0.52,10.7,6.0
13107,7.7,0.78,0.01,2.3,0.076,8.0,22.0,0.9966,3.53,0.57,9.5,5.0
13108,9.8,0.31,0.39,2.0,0.093,31.0,72.0,0.9962,3.32,0.56,9.6,5.0
13109,6.8,0.64,0.07,1.8,0.057,10.0,26.0,0.99498,3.47,0.6,10.1,6.0
13110,8.3,0.6,0.32,1.9,0.077,7.0,23.0,0.9978,3.32,0.58,9.5,5.0
13111,7.9,0.69,0.08,2.66,0.077,19.0,42.0,0.99458,3.33,0.58,11.2,7.0
13112,7.5,0.36,0.2,2.2,0.079,5.0,12.0,0.99534,3.23,0.54,9.4,5.0
13113,7.1,0.35,0.36,2.3,0.065,21.0,112.0,0.9972,3.16,0.62,9.1,5.0
13114,7.0,0.69,0.05,1.75,0.075,4.0,10.0,0.99578,3.41,0.46,10.5,4.0
13115,10.9,0.54,0.15,1.9,0.076,12.0,20.0,0.9976,3.16,0.73,9.4,6.0
13116,7.1,0.59,0.14,2.2,0.066,16.0,36.0,0.99718,3.23,0.61,10.0,5.0
13117,6.4,0.84,0.01,1.8,0.071,11.0,42.0,0.99774,3.57,0.59,9.8,6.0
13118,8.3,0.66,0.29,2.0,0.07,5.0,12.0,0.9988,3.2,0.6,9.2,5.0
13119,9.8,0.67,0.24,2.1,0.064,6.0,12.0,0.9964,3.32,0.54,11.5,7.0
13120,10.2,0.24,0.56,2.1,0.085,15.0,44.0,0.997,3.1,0.64,9.5,5.0
13121,10.0,0.37,0.42,1.6,0.044,5.0,24.0,0.9976,3.19,0.61,10.8,6.0
13122,9.6,0.6,0.49,1.8,0.079,8.0,18.0,0.99708,3.18,0.67,12.1,7.0
13123,11.4,0.3,0.49,2.0,0.066,5.0,14.0,0.9972,3.39,0.64,10.0,7.0
13124,7.4,0.57,0.14,2.2,0.073,7.0,12.0,0.99702,3.3,0.49,10.0,6.0
13125,6.3,0.61,0.0,2.2,0.068,13.0,21.0,0.9963,3.43,0.59,10.5,6.0
13126,7.0,0.74,0.08,1.6,0.078,5.0,12.0,0.99652,3.3,0.52,12.4,5.0
13127,9.1,0.36,0.69,1.6,0.067,17.0,42.0,0.9972,3.19,0.51,9.4,6.0
13128,7.5,0.58,0.02,2.6,0.073,3.0,8.0,0.9959,3.41,0.59,10.4,6.0
13129,7.8,0.57,0.0,1.9,0.087,23.0,43.0,0.99748,3.29,0.58,9.6,6.0
13130,11.4,0.35,0.47,1.8,0.076,11.0,52.0,0.9966,3.18,0.77,9.3,5.0
13131,6.7,0.38,0.42,2.2,0.084,15.0,49.0,0.9994,3.44,0.72,9.8,6.0
13132,7.8,0.645,0.26,2.0,0.09,3.0,14.0,0.9967,3.34,0.61,9.3,6.0
13133,7.1,0.56,0.06,2.0,0.061,4.0,14.0,0.9965,3.31,0.71,9.6,6.0
13134,9.9,0.69,0.32,2.2,0.086,17.0,66.0,0.9956,3.14,0.56,9.8,4.0
13135,7.5,0.5,0.12,1.8,0.078,32.0,54.0,0.9986,3.36,0.56,9.5,5.0
13136,8.1,0.48,0.21,2.0,0.091,7.0,25.0,0.9966,3.41,0.57,9.2,6.0
13137,8.4,0.39,0.34,2.2,0.074,13.0,49.0,0.9956,3.09,0.63,10.9,6.0
13138,10.4,0.27,0.66,1.5,0.0819999999999999,25.0,50.0,0.99182,3.2,0.44,9.5,6.0
13139,7.9,0.4,0.24,2.2,0.08,17.0,34.0,0.9986,3.39,0.59,10.9,4.0
13140,7.7,0.35,0.29,1.6,0.063,9.0,47.0,0.9965,3.36,0.64,9.7,6.0
13141,8.4,0.28,0.22,1.9,0.0579999999999999,19.0,32.0,0.9958,3.14,0.77,9.5,5.0
13142,7.7,0.66,0.0,2.0,0.083,5.0,14.0,0.9971,3.38,0.54,9.8,5.0
13143,10.9,0.49,0.37,2.0,0.078,10.0,35.0,0.9986,3.44,0.54,9.5,5.0
13144,8.0,0.52,0.13,1.7,0.086,23.0,52.0,0.9991,3.21,0.7,11.5,5.0
13145,7.8,0.5,0.0,2.0,0.0819999999999999,18.0,37.0,0.99774,3.34,0.54,9.5,5.0
13146,6.8,0.58,0.04,2.0,0.094,26.0,65.0,0.9962,3.38,0.54,9.6,5.0
13147,6.8,0.6,0.02,2.1,0.057,16.0,32.0,0.99514,3.36,0.59,11.4,6.0
13148,8.4,0.38,0.49,2.2,0.089,23.0,53.0,0.99702,3.19,0.62,11.2,7.0
13149,6.6,0.24,0.49,1.8,0.084,13.0,50.0,0.996,3.33,0.57,10.5,5.0
13150,7.9,0.37,0.51,1.9,0.0819999999999999,14.0,35.0,0.9982,3.36,0.78,9.5,5.0
13151,6.4,0.49,0.09,2.0,0.06,19.0,28.0,0.9964,3.37,0.54,9.5,6.0
13152,8.4,0.3,0.49,2.1,0.074,11.0,23.0,0.99656,3.29,0.55,10.1,3.0
13153,7.3,0.64,0.01,2.4,0.104,17.0,44.0,0.9976,3.38,0.6,10.0,6.0
13154,7.0,0.7,0.21,2.1,0.076,23.0,113.0,0.9955,3.34,0.58,9.9,5.0
13155,5.1,0.645,0.0,2.2,0.084,18.0,35.0,0.9955,3.42,0.6,9.8,5.0
13156,7.9,0.35,0.31,2.3,0.079,12.0,27.0,0.9973,3.44,0.55,9.6,5.0
13157,7.1,0.69,0.17,2.6,0.064,9.0,20.0,0.9982,3.42,0.57,10.4,6.0
13158,9.8,0.52,0.09,1.8,0.073,32.0,131.0,0.9987,3.31,0.58,9.2,5.0
13159,9.9,0.32,0.49,1.8,0.088,4.0,10.0,0.99774,3.34,0.55,9.4,5.0
13160,6.7,0.67,0.0,2.4,0.074,17.0,37.0,0.9976,3.42,0.59,9.5,5.0
13161,8.3,0.36,0.39,2.3,0.095,6.0,20.0,0.9971,3.28,0.61,9.3,5.0
13162,7.2,0.39,0.24,2.8,0.053,18.0,54.0,0.9994,3.21,0.57,9.6,5.0
13163,8.1,0.36,0.44,2.4,0.059,15.0,35.0,0.99494,3.34,0.72,11.3,7.0
13164,7.2,0.6,0.06,2.4,0.068,10.0,22.0,0.9964,3.35,0.61,10.5,6.0
13165,8.6,0.54,0.14,2.8,0.075,15.0,47.0,0.9956,3.29,0.57,9.8,5.0
13166,11.4,0.32,0.66,2.0,0.076,6.0,20.0,0.9994,3.08,0.7,10.9,7.0
13167,9.1,0.56,0.09,2.8,0.078,21.0,38.0,0.9994,3.34,0.54,9.5,5.0
13168,9.9,0.39,0.49,1.8,0.089,6.0,12.0,0.99498,3.39,0.79,10.2,6.0
13169,8.8,0.57,0.3,1.7,0.076,16.0,29.0,0.99498,3.35,0.54,10.0,7.0
13170,6.9,0.3,0.5,2.4,0.105,15.0,31.0,0.99588,3.36,0.52,11.5,7.0
13171,7.2,0.53,0.0,1.8,0.078,6.0,14.0,0.9966,3.18,0.84,9.2,5.0
13172,8.6,0.62,0.23,2.1,0.077,5.0,24.0,0.99552,3.23,0.72,9.7,5.0
13173,8.4,0.49,0.3,1.8,0.084,23.0,110.0,0.9988,3.4,0.55,9.9,6.0
13174,7.7,0.44,0.4,2.6,0.077,17.0,28.0,0.9976,3.12,0.86,12.0,7.0
13175,7.0,0.62,0.01,1.8,0.07,6.0,14.0,0.9973,3.32,0.62,9.5,6.0
13176,11.6,0.43,0.49,2.1,0.075,16.0,86.0,0.9976,3.21,0.72,9.6,5.0
13177,7.9,0.52,0.17,1.7,0.0409999999999999,6.0,12.0,0.99552,3.39,0.52,9.3,6.0
13178,7.3,0.51,0.03,1.8,0.078,15.0,38.0,0.99606,3.53,0.67,9.2,5.0
13179,6.6,0.33,0.36,2.0,0.078,9.0,28.0,0.99562,3.35,0.66,9.8,5.0
13180,8.1,0.39,0.49,2.3,0.071,9.0,25.0,0.99546,3.24,0.59,12.6,6.0
13181,11.8,0.5,0.5,2.1,0.072,12.0,20.0,0.9964,3.15,0.74,10.1,5.0
13182,7.1,0.47,0.24,2.2,0.081,12.0,25.0,0.99534,3.29,0.53,9.2,6.0
13183,9.8,0.43,0.35,2.3,0.1159999999999999,5.0,9.0,0.9964,3.31,0.54,9.2,5.0
13184,7.8,0.61,0.0,2.0,0.077,10.0,23.0,0.9973,3.38,0.54,9.05,5.0
13185,7.1,0.69,0.0,2.0,0.078,27.0,61.0,0.9998,3.54,0.54,9.1,5.0
13186,7.8,0.67,0.0,1.8,0.073,6.0,16.0,0.9978,3.52,0.59,9.3,6.0
13187,7.5,0.51,0.24,1.7,0.092,17.0,86.0,0.9978,3.36,0.61,9.4,5.0
13188,9.5,0.685,0.14,1.9,0.0969999999999999,19.0,33.0,0.99572,3.31,0.58,10.8,5.0
13189,7.2,0.67,0.0,2.5,0.077,7.0,18.0,0.99521,3.32,0.57,10.8,6.0
13190,7.2,0.59,0.02,1.9,0.079,12.0,21.0,0.99656,3.47,0.6,9.3,5.0
13191,7.3,0.4,0.5,2.2,0.1,14.0,20.0,0.998,3.24,0.6,11.3,6.0
13192,8.9,0.47,0.49,2.8,0.093,8.0,32.0,0.99787,3.3,0.53,10.9,6.0
13193,8.2,0.51,0.24,2.4,0.0819999999999999,13.0,31.0,0.99652,3.35,0.6,10.0,5.0
13194,10.0,0.43,0.35,2.2,0.071,14.0,54.0,0.9963,3.32,0.74,11.7,7.0
13195,12.6,0.46,0.42,1.9,0.066,12.0,36.0,0.9981,3.27,0.61,10.9,6.0
13196,7.9,0.32,0.3,2.7,0.074,7.0,16.0,0.9969,3.48,0.69,9.2,6.0
13197,7.9,0.55,0.18,1.9,0.075,7.0,31.0,0.9957,3.36,0.7,9.8,5.0
13198,9.2,0.4,0.46,2.1,0.049,17.0,70.0,0.9987,3.23,0.67,10.4,5.0
13199,7.7,0.56,0.0,2.2,0.077,16.0,46.0,0.9977,3.42,0.58,9.5,5.0
13200,8.1,0.53,0.23,2.6,0.088,7.0,25.0,0.9974,3.28,0.71,11.2,4.0
13201,9.3,0.69,0.4,2.3,0.067,5.0,19.0,0.99458,3.12,0.59,10.9,6.0
13202,7.6,0.53,0.0,2.0,0.09,12.0,46.0,0.99616,3.51,0.65,9.5,5.0
13203,7.8,0.38,0.24,2.6,0.08,15.0,47.0,0.99612,3.36,0.54,10.4,6.0
13204,7.2,0.48,0.18,2.0,0.0579999999999999,11.0,25.0,0.99774,3.27,0.6,12.5,6.0
13205,10.7,0.24,0.44,2.0,0.0559999999999999,28.0,37.0,1.0004,3.37,0.55,10.8,6.0
13206,6.9,0.64,0.0,1.4,0.066,14.0,24.0,0.99525,3.39,0.6,10.0333333333333,6.0
13207,9.0,0.31,0.3,2.1,0.068,16.0,28.0,0.99655,3.2,0.75,12.5,6.0
13208,9.8,0.46,0.49,2.2,0.05,8.0,31.0,0.9988,3.13,0.65,10.9,7.0
13209,7.7,0.58,0.0,1.4,0.0819999999999999,5.0,17.0,0.9955,3.5,0.59,9.8,3.0
13210,6.6,0.735,0.0,2.4,0.074,10.0,20.0,0.99516,3.32,0.56,11.1,6.0
13211,9.1,0.6,0.49,2.3,0.071,6.0,8.0,0.9987,3.1,0.54,10.1,6.0
13212,7.6,0.49,0.19,2.3,0.078,9.0,38.0,0.9976,3.49,0.62,9.4,6.0
13213,6.8,0.645,0.09,2.2,0.09,28.0,63.0,0.99562,3.51,0.52,11.5,5.0
13214,7.0,0.31,0.34,2.2,0.078,4.0,9.0,0.9961,3.29,0.68,9.8,5.0
13215,8.9,0.28,0.3,1.7,0.08,6.0,14.0,0.9966,3.5,0.56,9.4,6.0
13216,9.0,0.715,0.01,2.5,0.118,15.0,35.0,0.9976,3.57,0.65,10.5,5.0
13217,7.7,0.43,0.23,1.9,0.085,16.0,104.0,0.9958,3.2,0.59,9.2,5.0
13218,10.4,0.955,0.05,1.8,0.084,5.0,10.0,0.9964,3.16,0.44,9.8,5.0
13219,7.0,0.64,0.24,2.6,0.08,34.0,71.0,0.99531,3.41,0.67,9.4,6.0
13220,7.4,0.63,0.01,1.9,0.077,13.0,59.0,0.9968,3.44,0.64,9.5,5.0
13221,6.9,0.78,0.12,2.1,0.0819999999999999,7.0,16.0,0.9966,3.38,0.5,11.2,6.0
13222,8.9,0.6,0.18,1.9,0.086,14.0,28.0,0.9988,3.3,0.56,9.4,5.0
13223,7.3,0.6,0.0,2.4,0.095,15.0,26.0,0.99623,3.3,0.59,11.1,6.0
13224,8.0,0.45,0.24,2.4,0.064,7.0,42.0,0.9988,3.26,0.7,9.9,5.0
13225,6.8,0.54,0.02,2.6,0.095,6.0,10.0,0.99531,3.38,0.49,11.0,7.0
13226,10.5,0.46,0.51,2.0,0.092,6.0,15.0,0.9988,3.3,0.65,9.5,5.0
13227,6.2,0.52,0.15,2.0,0.07,8.0,25.0,0.99586,3.28,0.57,11.0,6.0
13228,9.3,0.33,0.49,2.1,0.088,8.0,19.0,0.9994,3.21,0.49,9.7,6.0
13229,9.8,0.46,0.66,2.2,0.074,13.0,19.0,0.9974,3.34,0.6,10.2,6.0
13230,10.1,0.39,0.43,2.5,0.07,12.0,65.0,0.9958,3.21,0.93,9.2,6.0
13231,7.9,0.58,0.02,1.8,0.09,15.0,46.0,0.99538,3.45,0.59,9.6,6.0
13232,12.2,0.5,0.35,1.6,0.071,6.0,15.0,0.9964,3.44,0.6,12.6,6.0
13233,7.9,0.56,0.08,2.3,0.076,28.0,44.0,0.9964,3.42,0.54,9.7,6.0
13234,8.5,0.57,0.25,2.2,0.079,11.0,65.0,0.9991,3.15,0.57,9.5,5.0
13235,8.3,0.36,0.42,2.5,0.07,6.0,21.0,0.99498,3.22,0.75,10.1,5.0
13236,8.2,0.42,0.32,2.1,0.083,12.0,40.0,0.99631,3.47,0.73,11.8,5.0
13237,9.9,0.46,0.39,1.8,0.0819999999999999,5.0,16.0,0.99498,3.38,0.52,9.5,5.0
13238,7.2,0.39,0.39,2.0,0.073,15.0,58.0,0.9963,3.2,0.82,11.5,5.0
13239,6.6,0.27,0.48,1.8,0.087,8.0,28.0,0.9956,3.27,1.13,10.0,5.0
13240,7.6,0.6,0.02,2.0,0.073,16.0,27.0,0.9994,3.35,0.54,9.4,6.0
13241,8.2,0.37,0.51,2.3,0.094,6.0,20.0,0.9976,3.22,0.83,11.4,6.0
13242,7.9,0.53,0.14,2.7,0.05,28.0,72.0,0.99576,3.42,0.62,11.6,6.0
13243,10.8,0.35,0.74,2.9,0.098,12.0,29.0,0.9974,3.21,0.55,12.0,6.0
13244,5.6,0.59,0.09,2.7,0.086,6.0,14.0,0.9973,3.42,0.64,10.3,6.0
13245,6.3,0.41,0.22,1.6,0.061,9.0,28.0,0.99824,3.31,0.53,10.9,6.0
13246,7.1,0.58,0.05,1.8,0.064,6.0,19.0,0.9971,3.42,0.65,9.9,5.0
13247,7.7,0.34,0.21,2.1,0.078,23.0,66.0,0.99743,3.34,0.61,9.2,5.0
13248,7.4,0.5,0.49,2.4,0.109,28.0,60.0,0.9976,3.16,0.61,11.3,5.0
13249,9.1,0.36,0.44,2.1,0.0819999999999999,10.0,22.0,0.997,3.24,0.73,10.6,7.0
